"","L1_Hatched_1","L1_Hatched_2","L1_Hatched_3","L1_Unhatched_2","L1_Unhatched_3","L1_Unhatched_4","L1_Unhatched_5","L1_Unhatched_6","L1_3hr_2","L1_3hr_3","L1_3hr_4","L1_3hr_6","L1_24hr_1","L1_24hr_2","L1_24hr_3","L1_24hr_4","L1_24hr_5","L1_24hr_6","L2_1","L2_2","L2_3","L2_4","L2_5","L2_6"
"TMUE_3000014405.2",63.9661,5.0996,61.9223,114.997,80.6616,48.9057,83.6619,67.856,11.735,0,28.0721,4.0683,2.7342,0,0,4,3,0.953061,220.17,62.2451,0,91.765,43.6057,2.50001
"TMUE_3000014406.1",208.833,194,205.725,615.055,368.473,1836.92,428.922,350.234,73.9628,107.434,54.2146,39.7178,28,77.2961,115.618,60.1311,39.2823,118.255,314.865,320.17,1392.26,219.695,514.906,1083.87
"TMUE_3000014406.2",0.154149,0,5.25253,20.9382,0,190.332,7.55019,0,0,0.102965,45.4887,0,0,16.8718,0,2.10183,2.01439,0.0166434,59.9072,0,28.8513,18.1369,0.213649,30.7693
"TMUE_3000014407.1",57,27,109,469,355,647,218,123,9,52,20,5,25,37,65,17,16,29,134,73,155,54,108,120
"TMUE_3000014408.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014408.2",2.05756,0,13.3454,0,10.4499,0,7.34673,22.4487,16.4037,4.15594,2.07836,5.08136,3.05263,2.07051,7.07595,0,0,8.29918,6.02075,4.02015,0,5.01989,4.07735,0
"TMUE_3000014408.3",0,0,0,31.6498,30.5753,9.1811,30.4578,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"TMUE_3000014409.1",641.942,62,1059.65,2002.31,1419.97,1369.82,2863.2,888.551,85.5963,270.844,660.922,203.919,403.947,1147.93,975.924,594,261,854.701,3099.98,4225.98,895,4536.98,2054.92,1589
"TMUE_3000014410.1",108,34,210,367,205,571,225,149,34,34,42,22,75,101,203,63,32,96,418,396,348,231,269,270
"TMUE_3000014411.1",145,26,137,269,111,306,398,61,48,89,368,55,44,85,54,65,19,62,937,1093,539,1160,417,640
"TMUE_3000014412.1",22,7,33,167,87,176,98,46,3,13,33,3,1,23,25,7,1,25,167,120,161,103,122,86
"TMUE_3000014413.1",31,0,92,88,54,121,78,29,21,16,32,11,30,30,30,28,13,32,355,173,11,55,110,7
"TMUE_3000014414.1",3,3,10,33,20,35,30,16,0,0,0,0,1,4,0,2,0,0,7,3,2,3,3,6
"TMUE_3000014415.1",21.4224,8,13.577,0,51,118.788,31.8468,8.43105,0,9,13,0,6,32.6877,31.2818,20.3763,4.50439,27.8796,61.4796,73.7081,28.9183,13.8314,75.3395,49.6291
"TMUE_3000014415.2",8.57756,0,0,31.1251,0,196.012,28.2686,57.569,0,0,0,4,0,5.85704,0,19.6237,2.49561,7.06877,41.0207,0,0,40.7654,37.7281,0
"TMUE_3000014415.3",0,8.69719e-08,10.423,62.8749,0,267.2,12.8847,0,0,0,0,0,0,8.45529,6.71822,0,0,8.05162,32.4998,41.2919,93.877,33.4032,49.9324,45.6583
"TMUE_3000014415.4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014416.1",61,13,58,208,97,297,88,38,11,13,21,15,14,2,7,3,5,4,7,1,14,3,1,5
"TMUE_3000014417.1",28,1,6,89,47,49,53,18,10,14,23,0,2,47,23,3,4,37,18,45,5,84,106,9
"TMUE_3000014418.1",54,9,13,81,83,84,55,51,14,23,19,0,7,38,41,6,6,44,43,68,42,103,126,50
"TMUE_3000014419.1",193,5,328,391,370,298,785,434,61,212,232,73,220,588,494,319,82,432,1997,2940,26,2078,1259,60
"TMUE_3000014420.1",262,6,441,548,505,472,916,480,58,116,186,71,102,207,187,123,35,203,742,1004,17,749,498,23
"TMUE_3000014421.1",0,4,0,1.5,0.5,17.3118,0,0.5,0,0,0,0,0,2,0.5,0,0.5,0.5,1.5,0.5,30.5,2,10.5,16.3345
"TMUE_3000014422.1",58.3688,11.1213,161.423,432.567,155.224,231.487,386.265,263.549,30,26.1802,61.401,15.3642,101.762,126.606,148.527,105,50,181.639,1927.11,1021.55,107.631,332,699.863,146.639
"TMUE_3000014423.1",71,6,133,494,195,212.461,309,107,26,54,80,0,35,63,50,49,16,39,430.792,270.873,24,137,134.724,28
"TMUE_3000014424.1",184,23,252,411,333,565,499,225,45,70,112,44,37,102,110,56,14,76,306,274,28,259,156,42
"TMUE_3000014425.1",49,25,66,185,91,404,73,70,4,40,78,14,13,45,44,28,7,50,107,110,96,85,90,131
"TMUE_3000014426.1",167,24,327,727,418,378,394,310,74,124,132,35,163,247,375,86,71,204,1096,708,168,286,588,213
"TMUE_3000014427.1",4,4,0,5.86401,3.19273,15.1566,1.17962,2.06447,0,3,2.79578,0,0,0.734499,5.29499,0,0,1,0,0,2.75359,1.34339,4.84129,4.39065
"TMUE_3000014428.1",0,0,0,4.48768,1,9.72785,4.48375,0,0,0,6.90626,0,5,2.64465,2.41795,0,0,3,5.37213,6,2.12948,5.7661,5,1.46542
"TMUE_3000014429.1",45,1,113,198,124,225,186,155,22,37,40,8,29,49,84,49,22,38,470,292,41,139,254,27
"TMUE_3000014430.1",18,3,12,3,1,113.397,49.3372,35.0712,0,20,52,0,12,11,18.0353,6,2,11,26,17.0669,22,23,21,11
"TMUE_3000014431.1",140,42,520,823,429,495,1012,316,23,103,155,33,45,46,76,73,28,89,507,379,27,105,271,31
"TMUE_3000014432.1",232,10,134,838,472,415,358,377,5,39,27,2,3,15,56,8,0,26,82,129,67,110,221,43
"TMUE_3000014433.1",94,9,42,321,185,249,136,108,4,9,7,0,5,11,17,5,1,5,35,43,33,43,64,25
"TMUE_3000014434.1",1839,142,4586,4753,3912,2847,2827,2300,389,729,850,261,335,975,1133,443,205,783,1446,891,388,698,760,522
"TMUE_3000014435.1",240,9,339,737,403,282,623,328,50,119,175,43,101,236,250,109,31,199,500,496,31,544,509,47
"TMUE_3000014436.1",48,43,67,162,97,253,226,70,10,45,55,2,14,33,45,9,4,62,162,126,15,55,127,27
"TMUE_3000014437.1",44,6,55,155,97,79,105,40,3,7,16,7,9,7,39,15,8,29,105,123,13,77,118,13
"TMUE_3000014438.1",0,0,52.2107,15.0223,0,0,0,17.77,0,0,0,0,0,0,0,0,0,0,0,0,7.12063,0,0,5.87235
"TMUE_3000014438.2",148,27,308.789,466.978,461,550,427,389.23,7,82,28,6,21,39,55,23,21,42,81,47,21.8794,29,54,8.12765
"TMUE_3000014439.1",207,11,270,678,870,291,379,562,15,148,173,10,93,247,260,50,37,295,322,545,82,276,776,50
"TMUE_3000014440.1",91,36,234,191,163,358,338,189,12,57,65,17,45,30,40,80,19,28,262,186,110,98,96,121
"TMUE_3000014441.1",109,0,102,237,160,175,315,139,63,166,134,40,17,68,67,39,6,39,87,51,9,53,68,15
"TMUE_3000014442.1",30.8805,14,43.601,166.706,86.9932,139.396,114.371,64.217,0,10.371,6.26681,1.03804,1.04044,38.5285,45.8836,1.02455,2.12309,33.6096,90.5549,92.5458,54.3845,63.5447,148.543,40.1897
"TMUE_3000014443.1",2,0,0,4,4,25,2,8,0,1,3,0,0,0,0,0,0,0,2,2,3,1,3,4
"TMUE_3000014444.1",2,0,0,0,1,1,4,0,0,0,0,0,0,3,0,0,0,0,8,9,3,16,12,2
"TMUE_3000014445.1",10,9,7,24,12,63,33,9,2,9,1,4,2,5,11,11,3,8,98,57,117,26,66,111
"TMUE_3000014446.1",0,1,0,5,0,9,2,1,0,0,0,0,0,0,7,2,0,0,10,6,16,6,8,15
"TMUE_3000014447.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TMUE_3000014448.1",0,2,0,0,0,55.3746,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"TMUE_3000014449.1",0,6,1,0,1,575,11,4,12,2,2,0,0,0,3,4,0,0,0,0,9,0,0,6
"TMUE_3000014450.1",0,0,14.0253,23.7831,0.0227992,0,0,0,0,0,32.0413,0,15.015,0,26.9987,45.2144,21,0,43.041,13.6046,0,12.0331,0,5.62239
"TMUE_3000014450.2",10.8467,0,17.2239,20.6281,5.65029,90.9619,33.2232,5.259,0,0,6.7412,14.7996,13.8691,0,0,0,1.21764e-08,0,26.2252,45.6205,0,0,0,3.92428
"TMUE_3000014450.3",20.1533,6,82.7508,72.5888,92.3269,222.038,129.777,70.741,4,25,30.2175,10.2004,17.1159,34,21.0013,29.7856,0,40,123.734,124.775,50,57.9669,122,33.4533
"TMUE_3000014451.1",8,3,15,76,47,118,38,26,16,14,29,1,9,19,35,9,1,11,170,143,59,91,91,44
"TMUE_3000014452.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7428,1
"TMUE_3000014453.1",59.5,13.7581,103.075,152.604,147.655,427.314,210.927,65.3455,27.2773,28.5423,53.0253,14.3458,0,45.2757,64.0989,12.2059,15.8837,28.9501,53.5374,155.882,108.518,27.8144,106.218,110.181
"TMUE_3000014453.2",7.5074,0,0,5.15509,0,13.1903,37.1473,0,0,0,0,0,0,6.51489,24.282,0,0,0,11.9221,1.90885,6.78676,7.1524,9.46752,12.9547
"TMUE_3000014453.3",154.681,39.3115,431.366,437.484,427.174,597.13,401.171,197.341,81.3189,95.351,90.0469,20.3891,13,58.9805,41.6345,21.0845,21.5908,54.2847,121.574,117.351,317.535,56.9098,42.504,221.207
"TMUE_3000014453.4",15.8148,158.631,24.0051,136.906,485.905,512.078,151.071,646.047,8.40383,26.6631,5.92779,17.2651,0,9.24579,18.2302,5.41664,16.5255,100.765,19.2299,37.8583,881.525,30.0566,169.762,364.658
"TMUE_3000014453.5",25.9077,0,4.86926,120.912,0,0,0,5.26611,0,1.44353,0,0,0,5.98315,5.7543,11.293,0,0,17.1409,0,5.6348,40.0668,19.3062,0
"TMUE_3000014453.6",0,0,0,5.5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5962,0,0,0,0,0
"TMUE_3000014454.1",42.1667,15,41.0294,89.4444,58.2128,123.5,129.324,97.3333,24.6316,76.7647,69.931,14.6,43.0769,115.567,86.3056,93.4884,31.6667,108,122.1,216.676,191.876,215.983,277.446,315.642
"TMUE_3000014455.1",199,7,313,667,356,272,531,337,52,42,98,23,28,96,137,83,22,122,381,297,48,273,316,31
"TMUE_3000014456.1",32,4,75,101,60,88,135,102,16,18,51,0,28,43,52,15,9,29,122,99,14,37,96,5
"TMUE_3000014457.1",8,6,22,39,33,82,90,42,0,10,2,3,2,4,12,5,3,7,58,50,13,46,37,13
"TMUE_3000014458.1",9,8,19,45,40,103,60,19,16,6,6,0,2,11,2,2,0,9,37,37,18,21,14,21
"TMUE_3000014459.1",52,2,98,214,95,136,328,114,2,27,19,15,26,58,52,49,19,56,373,531,86,428,270,100
"TMUE_3000014460.1",28,66,105,241,215,1033,204,124,47,20,24,11,74,47,51,54,32,39,62,33,77,13,15,105
"TMUE_3000014461.1",0,0,0,1,1,4,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"TMUE_3000014462.1",40.0066,41.8396,59.1036,99.0817,79.5251,1590.61,99.9909,86,83.2313,36.3413,0.0094644,15,0.00620868,29.5905,55.9986,112.189,81,37,252,156,568.411,68.3874,82,529.813
"TMUE_3000014462.2",0,22.1604,0.0334579,31.8867,32.5513,170.392,16.2021,0,15.7687,21.6587,35.9905,0,19.9938,0,0.00688781,0,0,6.12739e-06,0,0,9.58878,10.6483,0,26.1865
"TMUE_3000014463.1",10,1,7,27.1353,53,14.6227,45.5572,16.1398,14,1,0,0,0,8,0,0,0,22,2,10,0,0,0,11
"TMUE_3000014463.2",6.81579e-07,2.78998e-07,5.28314e-07,17.8647,0,63.3773,9.44285,14.8602,2.50611e-06,0,11,0,0,3.52998e-07,1,0,0,2.18679e-06,0,0,15,5,4,9.78395e-08
"TMUE_3000014464.1",72.1641,0,0,0,1.43598e-07,0,0,0,12.7412,0,0,0,14.1171,0,0,0,0,0.444363,0,31.0168,48.4101,91.2339,31.2438,0.189526
"TMUE_3000014464.2",5.32707e-07,0,1.4892e-08,2.44464e-06,64.5677,1.93318e-08,189.525,1.67952e-05,0,3.73836e-08,1.66647e-07,4.30645e-07,0,0,2.98605e-06,4.66415e-08,0,35.4858,4.34219e-08,2.762e-06,9.39801e-06,5.00882,0.00302896,29.1446
"TMUE_3000014464.3",77.3062,53,123.978,250.906,218.025,703.106,195.132,178.45,40.2588,29.2928,29.1564,0,35.0801,39.0328,149.582,78.3608,56.5704,132.917,816.456,547.05,565.511,336.179,629.287,540.666
"TMUE_3000014464.4",52.7277,0,89.5639,430.446,91.0889,44.2486,33.0139,191.524,0,33.5583,66.2085,27,0,153.184,207.043,39.8598,0.0247096,50.3427,913.547,648.639,3.46906e-05,230.923,851.496,0
"TMUE_3000014465.1",69,15,148,177,156,267,272,196,4,45,60,37,24,55,62,26,10,22,548,453,77,161,225,66
"TMUE_3000014466.1",1,0,6,7,7,19,8,1,2,0,2,1,0,4,3,2,0,0,13,14,6,8,3,4
"TMUE_3000014467.1",216.737,22,248.128,924.073,379.741,541.756,555.379,235.288,52,68,116,40,103,224,226,101,53.6372,159.149,367.584,332.577,87.7047,297.104,284.308,65.4473
"TMUE_3000014468.1",14,5,73,48,87,301,90,60,0,13,19,4,3,11,10,18,9,5,36,27,9,14,12,13
"TMUE_3000014469.1",0,7,3,7,9,105,12,10,0,0,5,0,1,0,0,2,0,0,1,2,3,0,0,1
"TMUE_3000014470.1",0,0,0,5,4,6,6,5,0,1,0,0,0,0,0,0,0,0,19,21,1,15,7,2
"TMUE_3000014471.1",52.5017,35.5714,2.13758,414.367,210.79,0.000246626,141.531,0,82.7298,67.1065,102.443,55.5587,124.528,227.892,187.457,121.263,0.446155,18.9879,1192.16,478.356,494.128,660.429,785.376,546.293
"TMUE_3000014471.2",218.719,0.00141188,497.306,673.744,448.476,2175.7,916.302,570.59,0.0023442,149.481,149.458,0.0011425,0.00112933,0.00266458,74.9629,0.000519467,59.4867,143.059,199.978,527.025,150.459,0.00437929,0.00867503,198.796
"TMUE_3000014472.1",320,25,387,994.311,848,530.17,751.314,510,48,96,101,16,17,126,124,38,8,109.605,354,388,112,350,384.086,139
"TMUE_3000014473.1",0,0,0,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
"TMUE_3000014474.1",0,0,0,2,1,19,0,2,0,0,0,0,0,0,1,3,0,0,131,122,4,23,23,7
"TMUE_3000014475.1",51,40,223,238,164,601,229,134,22,20,12,7,0,2,23,28,6,14,41,43,69,39,39,68
"TMUE_3000014476.1",25.2444,0,38.9491,42.3578,42.5176,29.7458,61.6508,34.6329,11,20.1193,14.0425,9.0978,5.53624,1.32707,11.8853,5,0,8.03476,133.238,75.7556,13.8578,87.8218,41.0509,10.3237
"TMUE_3000014477.1",1.00939,0,5,6.04582,9,3,8.00889,0,0,3,0,0,0,1,0,0,0,0,47,36.0896,6,14.098,17.1024,5
"TMUE_3000014478.1",95,8,185,388,223,148,268,114,10,57,50,10,16,56,30,19,4,41,181,149,11,98,126,10
"TMUE_3000014479.1",0,0,1.13409,4.81001,9.24981,23.6636,0,0,0,0,1.61101,0,0,1.70463,1,0,2,1.41048,0,0,5.93057,0,0,3.63629
"TMUE_3000014480.1",32,5,165.723,227.872,325.808,237.469,167.764,260.672,6,20,11.2807,7,16.0581,18.1656,27.4134,7,0,24,123,175.209,63.7694,45.2643,70.9749,57
"TMUE_3000014481.1",0,14.6769,146.438,162.993,82.2773,258.69,186.294,59.2792,0,12.2578,47,42,53,0,29.5976,0,0,0,235.829,142.306,79.4376,58.9162,90.2612,93.4175
"TMUE_3000014481.2",46.2876,1.69371,0,0,0,29.4687,1.82214e-05,0,0,0,0,0,0,0,1.84593e-08,0,0,0,0,0,0,14.6576,0.00390312,10.8317
"TMUE_3000014481.3",22.7124,30.6294,66.562,204.007,52.8174,176.085,78.7064,127.721,0,9.7422,0,0,0,50,16.4024,35,15,39,13.6963,29.6938,35.5624,17.4262,87.7349,40.7508
"TMUE_3000014481.4",1.04114e-08,0,0,0,29.9655,4.75628,0,0,3.03821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014481.5",0,0,0,0,93.9397,0,0,0,5.96179,0,0,0,0,0,0,0,0,0,7.47475,0,0,0,0,0
"TMUE_3000014482.1",22.1322,0.0577035,8.91319,69.5868,27.1692,47.7888,60.0875,18.7632,0,0,11,0,0,10,16.5962,4,0,23,31.5539,27.3535,4,11.7641,19.8666,8.60028
"TMUE_3000014483.1",47.719,14.7996,180.583,142.928,147.51,437.071,192.275,118.538,0,14.6237,31.3684,3.11056,24.2156,6.20704,8.92888,47.6622,15.5116,32.2635,172.485,90.5029,47.5951,26.5661,19.3174,46.6529
"TMUE_3000014484.1",22,5,19,65,46,84,79,26,1,5,19,3,12,5,6,0,0,7,19,8,9,10,5,15
"TMUE_3000014485.1",2,2,4,7,5,37,9,6,2,1,0,1,1,2,1,0,0,0,2,0,2,0,1,2
"TMUE_3000014486.1",0,0,0,7,4,26,3,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0
"TMUE_3000014487.1",8,3,4,25,15,46,23,12,3,5,8,0,2,0,0,0,0,1,0,0,5,0,0,1
"TMUE_3000014488.1",3,0,5,7,4,7,12,8,0,1,3,2,2,5,7,1,0,10,11,19,1,11,9,0
"TMUE_3000014489.1",162,1,268,442,358,192,357,208,35,116,95,21,60,109,128,61,13,94,455,377,16,260,302,23
"TMUE_3000014490.1",3,4,4,22,25,101,51,39,0,21,1,0,1,5,4,0,1,17,151,44,51,29,43,37
"TMUE_3000014491.1",35.0429,7.18308,27.1842,78.7921,113.046,244.795,100.872,109.801,32.4287,1.74448,27.6642,10.7858,1.7937,1.69649,11.742,5.39209,7.00777,5.39986,32.2578,15.4444,13.5153,7.15101,6.99725,13.8735
"TMUE_3000014491.2",60.2497,8.635,189.701,230.072,153.758,187.28,68.7353,71.5844,0,31.3884,60.0056,5.38371,26.6617,57.4359,76.0508,38.3873,12.3489,52.7481,96.7446,71.9454,28.2484,47.2593,70.5576,34.8263
"TMUE_3000014491.3",44.3057,0.181919,126.122,191.135,213.195,57.5773,194.412,215.615,13.5713,27.8672,5.02956,5.83047,5.54464,13.8676,18.2178,8.22057,0,9.85202,48.9976,40.9189,3.07148,27.5897,30.4452,0
"TMUE_3000014492.1",38,4,43,118,69,54,95,46,22,33,21,13,25,104,93,42,7,92,183,153,13,85,165,11
"TMUE_3000014493.1",335,21,462,1053,720,719,1065,665,96,178,244,49,14,119,154,62,17,104,541,392,58,283,489,42
"TMUE_3000014494.1",3,0,0,48.4332,36.2933,5.91508,3,4,0,0,0,0,0,0,0,0,0,0,2.48524,0,2.30583,2,0,1.09389
"TMUE_3000014495.1",0,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014496.1",346.612,15.1244,964.195,767.414,718.277,872.777,974.016,428.452,81.1494,113.835,173.006,38.223,32,20.2758,57.3114,0.290588,13.773,28.3482,271.657,132.989,8.79939e-05,69.6539,100.133,37.4124
"TMUE_3000014496.2",108.458,38.541,89.8356,400.431,325.097,587.002,481.565,298.085,2.89672,5.47283,26.0072,0,0,20.8635,22.6878,17.5646,7.22698,22.8572,82.3427,93.623,49.1897,31.1281,56.9265,52.8564
"TMUE_3000014496.3",0,25.9211,0,0,0,58.0247,0,0,0,0,1.07839e-06,9.77701,0,14.8607,0.000777095,38.8619,0,36.7945,0,0,18.8102,0,0,0
"TMUE_3000014497.1",43,2,81,191,161,95,331,81,10,14,26,8,29,55,39,23,13,56,290,622,11,505,187,18
"TMUE_3000014498.1",87.3772,20,314.74,452.802,476.939,347.457,434.963,261.424,47.8328,84.8831,39.6714,12,37,80,39.965,24.895,16,54,440.945,363.858,23.8794,230,216.86,16.8638
"TMUE_3000014498.2",0,0,0,0,0,0,0,0,0,0,9.34915,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014498.3",47.6228,0,96.2604,84.1985,12.0612,108.543,12.0373,48.5759,12.1672,24.1169,23.9794,0,0,0,12.035,12.105,0,0,24.0553,12.1422,12.1206,0,24.1403,12.1362
"TMUE_3000014499.1",88.5688,11,145.676,497.81,251.939,234,273.214,239,5,57,68.1238,16,26,166.392,162.908,67,9,125.591,497.942,393,65,193.726,409.9,78
"TMUE_3000014500.1",95,31,104,390,446,632,294,243,38,107,51,20,23,74,149,41,19,115,194,299,150,153,275,103
"TMUE_3000014501.1",5,2,7,34,17,28,87,24,0,6,3,0,0,0,1,0,0,0,0,1,0,0,0,0
"TMUE_3000014502.1",14,0,24,31,28,63,70,14,0,8,9,2,0,5,5,0,0,1,15,7,6,6,15,0
"TMUE_3000014503.1",0,1,1,1,1,17,1,1,4,0,4,0,0,0,0,3,0,0,0,1,4,0,2,3
"TMUE_3000014504.1",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"TMUE_3000014505.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"TMUE_3000014506.1",409,10,669,918,744,632,748,593,108,201,228,98,174,362,416,185,70,304,1999,1472,116,968,1078,158
"TMUE_3000014507.1",80.4635,0,182.624,320.216,156.05,183.148,328.223,154.412,74.1009,98.9005,221.262,39.4691,92.0017,189.607,200.334,131.735,41.6795,330.17,256.418,293.467,27.259,165.477,153.432,13.5076
"TMUE_3000014508.1",0.236775,0,1.76677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00335,0,1.23238
"TMUE_3000014509.1",19,0,57,85,48,55,82,26,2,5,24,1,3,32,12,13,7,5,46,32,1,32,13,2
"TMUE_3000014510.1",0,1,0,0,0,6,1,0,2,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0
"TMUE_3000014511.1",0,0,0,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,1
"TMUE_3000014512.1",2,1,4,51,11,9,155,5,2,6,11,1,12,30,13,18,6,17,34,29,5,16,22,6
"TMUE_3000014513.1",13,4,12,24,18,23,34,7,0,2,6,2,4,6,16,6,2,10,16,27,14,21,23,22
"TMUE_3000014514.1",30,6,49,124,89,193,112,68,15,27,13,4,5,7,32,12,1,25,71,46,37,33,45,27
"TMUE_3000014515.1",11,3,13,23,17,46,30,30,11,2,4,0,3,0,2,4,3,12,10,10,8,7,18,15
"TMUE_3000014516.1",809,147,750,3748,1839,3353,2055,1316,315,719,585,148,200,545,663,196,83,433,912,1020,628.905,756,906.997,543
"TMUE_3000014517.1",0,0,0,4,0,4,1,1,0,0,0,0,0,0,0,0,1,0,7,1,11,9,14,3
"TMUE_3000014518.1",0,1.16075,2.10408,0,6.81356,7.37311,0,0,0,1.8662,0,5.62814,0,0,0,0,0,3.26096,26.9042,52.1223,2.3335,21.8222,12.2379,6.12863
"TMUE_3000014518.2",9.9849,37.4687,8.66195,51.9987,35.705,389.14,52.6125,54.6589,12.2956,19.1729,5.28656,0,4,24.94,36.3405,21.9827,6.80194,28.6428,43.2129,19.1201,430.014,33.7225,59.9736,196.883
"TMUE_3000014519.1",0,0,0,0.952185,0.124254,0,0,0,0,0.650613,0,1.37186,0,0,0,0,0,2.85263,0,2.50131e-07,0,0.847673,0,0
"TMUE_3000014520.1",8,4,15,26,25,72,20,7,4,7,8,1,3,10,10,17,6,6,19,21,17,14,10,28
"TMUE_3000014521.1",8,23,28,16,28,300,16,12,0,1,9,1,10,1,3,2,10,4,22,20,70,2,8,71
"TMUE_3000014522.1",45,3,96,57.3778,34.1325,121.164,153.319,71.7625,30,43,52,22,81,61,69,58,21,96,1129,719,22.3846,271.779,305,26.5786
"TMUE_3000014523.1",4,0,5,12,6,30,10,2,0,2,0,1,0,0,0,0,2,2,1,0,1,0,0,2
"TMUE_3000014524.1",10,2,3,22,6,148,28,21,23,5,6,0,0,7,9,1,1,9,23,10,40,20,18,43
"TMUE_3000014525.1",17,4,29,46,33,104,76,18,3,8,19,4,9,6,11,15,4,14,131,45,22,75,24,23
"TMUE_3000014526.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_3000014527.1",0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"TMUE_3000014528.1",2,0,0,1,3,15,1,3.25943,0,0,0,0,0,0,1,0,0,0,7,0,14,16,12,1.62622
"TMUE_3000014529.1",2,7,3,13,2.0668,56.3487,4.40272,1,0,7,0,1,1.54392,12.3735,3.78865,0,1,9.72474,126.436,66.6129,13.2501,123.229,22.6951,11.8869
"TMUE_3000014530.1",75,10,98,197,104,152,274,117,40,93,139,19,64,116,75,46,14,70,382,303,57,259,284,59
"TMUE_3000014531.1",47.5943,0,21.3333,84.1238,69.2229,0,29.1759,18.4632,14.8869,9.49718,40.5937,21.7874,13.3091,61.4731,37.9952,7.00251,0,24.5848,72.9509,137.371,0,79.2976,166.876,0
"TMUE_3000014532.1",1.71784,0,1.62693,19.5395,14.0197,4.07715,43.5597,2.21028,0,0,0,0,0,4.61623,0,0,0,0,4.37443,2.07145,0,2.26375,0,0
"TMUE_3000014533.1",37.7283,17.3381,92.2955,147.621,136.024,264.079,249.423,214.199,0,30.4273,26.4486,5.99821,7.71211,70.7255,36.9676,20.7747,5.91617,52.1876,306.068,271.347,144.665,91.0428,207.968,218.257
"TMUE_3000014534.1",30.2717,2.6619,125.704,124.379,128.976,269.921,104.577,128.801,11,31.5727,33.5514,8.00179,14.2879,41.2745,41.0324,15.2253,2.08383,15.8124,322.932,238.653,96.3353,78.9572,201.032,54.7426
"TMUE_3000014535.1",12,5,30,23,25,37,69,69,0,4,3,0,1,5,11,5,0,2,17,18,18,16,12,15
"TMUE_3000014536.1",36.1503,8.80876,76.5151,110.959,129.378,234.179,116.279,134.561,6.57741,11.8631,27.445,3.35679,34.3921,136.703,63.282,16.1085,17.4985,56.8594,111.789,140.899,99.5346,101.751,120.461,85.5907
"TMUE_3000014536.2",515.85,9.19124,578.262,1681.38,753.496,899.938,1019.93,982.685,45.4226,283.137,289.555,65.6432,4.60788,80.8656,166.718,46.8915,6.50146,65.7444,455.561,321.766,49.917,178.186,369.61,36.8087
"TMUE_3000014536.3",0,0,2.22316,34.3548,39.8235,20.8823,49.7874,12.7543,0,0,0,0,0,12.4316,0,0,0,2.39624,7.65013,12.3346,13.5484,16.5081,35.9291,5.60058
"TMUE_3000014537.1",630,34,771,2088,1094,1228,1820,912,181,312,498,91,152,383,316,162,77,328,476,751,94,688,640,103
"TMUE_3000014538.1",58,2,116,201,103,106,176,102,1,45,34,13,21,85,77,44,9,37,614,458,17,240,224,36
"TMUE_3000014539.1",161.716,224.287,336.269,888.679,421.625,4512.91,517.505,272.175,54.7938,92.7835,167.765,28.905,57.9408,140.865,111.792,103.934,61.3547,98.0067,181.127,144.714,318.807,75.2614,110.18,399.836
"TMUE_3000014539.2",16.3233,19.4436,22.5989,0,47.6827,303.544,0,27.9647,0,0,15.2437,0,0,0,0,11.0755,0,6.18619,0,0,4.91784,6.1992,0,35.4032
"TMUE_3000014539.3",85.4103,11.9152,181.034,171.139,171.215,650.941,195.98,132.952,17.1671,32.1257,58.7763,6.78058,14.0592,50.9418,20.6801,0,5.0144,21.1223,89.2291,67.6702,114.889,64.6695,59.5264,50.5829
"TMUE_3000014540.1",0,2.22258,0,1.06797,0,4.5428,2.07819,0,0,2.13157,1.09947,0,0,1.03349,0,0,0,1.12349,0,1.25007,2.20354,0,0,0
